drop_into,2506,17020,100.0,,1,Drop:  100%
drop_into,2506,6819,50.0,,3,Drop:  50%
drop_into,2506,6823,50.0,,2,Drop:  50%
drop_into,2506,7119,50.0,,3,Drop:  50%
drop_into,2506,6816,50.0,,2,Drop:  50%
drop_into,2506,7120,50.0,,2,Drop:  50%
drop_into,2506,7121,50.0,,2,Drop:  50%
drop_into,2146,6361,50.0,,4,Drop:  50%
drop_into,2146,2702,50.0,,4,Drop:  50%
drop_into,2146,9811,10.0,,1,Drop:  10%
drop_into,2146,9863,5.0,,1,Drop:  5%
drop_into,86,2702,50.0,,4,Drop:  50%
drop_into,86,6361,50.0,,4,Drop:  50%
drop_into,86,9811,10.0,,1,Drop:  10%
drop_into,86,9863,5.0,,1,Drop:  5%
drop_into,86,17726,5.0,,1,Drop:  5%
drop_into,857,6816,10.0,,2,Drop:  10%
drop_into,857,6819,10.0,,3,Drop:  10%
drop_into,857,6823,10.0,,2,Drop:  10%
drop_into,857,7119,10.0,,3,Drop:  10%
drop_into,857,7120,10.0,,2,Drop:  10%
drop_into,857,7121,10.0,,2,Drop:  10%
drop_into,2504,17020,100.0,,1,Drop:  100%
drop_into,2504,6819,50.0,,3,Drop:  50%
drop_into,2504,6823,50.0,,2,Drop:  50%
drop_into,2504,7119,50.0,,3,Drop:  50%
drop_into,2504,6816,50.0,,2,Drop:  50%
drop_into,2504,7120,50.0,,2,Drop:  50%
drop_into,2504,7121,50.0,,2,Drop:  50%
drop_into,2156,6363,50.0,,5,Drop:  50%
drop_into,2156,6253,25.0,,5,Drop:  25%
drop_into,2156,9811,10.0,,1,Drop:  10%
drop_into,2156,12324,10.0,,0,Drop:  10%
drop_into,2156,12778,5.0,,1,Drop:  5%
drop_into,2156,8062,5.0,,1,Drop:  5%
drop_into,2156,9498,5.0,,6,Drop:  5%
drop_into,2156,9487,5.0,,7,Drop:  5%
drop_into,2156,9509,5.0,,6,Drop:  5%
drop_into,2156,9512,5.0,,5,Drop:  5%
drop_into,2156,9492,2.0,,5,Drop:  2%
drop_into,2156,9477,2.0,,7,Drop:  2%
drop_into,2156,12128,0.5,,0,Drop:  0.5%
drop_into,1710,9811,10.0,,1,Drop:  10%
drop_into,833,6363,50.0,,5,Drop:  50%
drop_into,833,6253,25.0,,5,Drop:  25%
drop_into,833,12324,10.0,,0,Drop:  10%
drop_into,833,9811,10.0,,1,Drop:  10%
drop_into,833,9512,5.0,,5,Drop:  5%
drop_into,833,9509,5.0,,6,Drop:  5%
drop_into,833,9498,5.0,,6,Drop:  5%
drop_into,833,9487,5.0,,7,Drop:  5%
drop_into,833,8062,5.0,,1,Drop:  5%
drop_into,833,12778,5.0,,1,Drop:  5%
drop_into,833,9492,2.0,,5,Drop:  2%
drop_into,833,9477,2.0,,7,Drop:  2%
drop_into,833,12128,0.5,,0,Drop:  0.5%
drop_into,2616,6363,50.0,,5,Drop:  50%
drop_into,2616,6253,25.0,,5,Drop:  25%
drop_into,2616,9811,10.0,,1,Drop:  10%
drop_into,2616,12324,10.0,,0,Drop:  10%
drop_into,2616,12778,5.0,,1,Drop:  5%
drop_into,2616,8062,5.0,,1,Drop:  5%
drop_into,2616,9498,5.0,,6,Drop:  5%
drop_into,2616,9487,5.0,,7,Drop:  5%
drop_into,2616,9509,5.0,,6,Drop:  5%
drop_into,2616,9512,5.0,,5,Drop:  5%
drop_into,2616,17726,5.0,,1,Drop:  5%
drop_into,2616,9492,2.0,,5,Drop:  2%
drop_into,2616,9477,2.0,,7,Drop:  2%
drop_into,2616,12128,0.5,,0,Drop:  0.5%
drop_into,2505,17020,100.0,,1,Drop:  100%
drop_into,2505,6819,50.0,,3,Drop:  50%
drop_into,2505,6823,50.0,,2,Drop:  50%
drop_into,2505,7119,50.0,,3,Drop:  50%
drop_into,2505,6816,50.0,,2,Drop:  50%
drop_into,2505,7120,50.0,,2,Drop:  50%
drop_into,2505,7121,50.0,,2,Drop:  50%
drop_into,2151,6361,50.0,,4,Drop:  50%
drop_into,2151,2702,50.0,,4,Drop:  50%
drop_into,2151,11888,25.0,,1,Drop:  25%
drop_into,2151,9811,10.0,,1,Drop:  10%
drop_into,2151,2307,5.0,,4,Drop:  5%
drop_into,2151,9863,5.0,,1,Drop:  5%
drop_into,2151,2299,5.0,,6,Drop:  5%
drop_into,2151,2311,5.0,,5,Drop:  5%
drop_into,2151,7056,2.0,,5,Drop:  2%
drop_into,2151,7030,2.0,,5,Drop:  2%
drop_into,2151,2295,2.0,,3,Drop:  2%
drop_into,2149,6361,50.0,,4,Drop:  50%
drop_into,2149,2702,50.0,,4,Drop:  50%
drop_into,2149,11891,25.0,,1,Drop:  25%
drop_into,2149,9811,10.0,,1,Drop:  10%
drop_into,2149,2301,5.0,,6,Drop:  5%
drop_into,2149,2313,5.0,,5,Drop:  5%
drop_into,2149,9863,5.0,,1,Drop:  5%
drop_into,2149,2309,5.0,,4,Drop:  5%
drop_into,2149,7030,2.0,,5,Drop:  2%
drop_into,2149,7041,2.0,,5,Drop:  2%
drop_into,2149,2297,2.0,,3,Drop:  2%
drop_into,2147,6361,50.0,,4,Drop:  50%
drop_into,2147,2702,50.0,,4,Drop:  50%
drop_into,2147,9811,10.0,,1,Drop:  10%
drop_into,2147,9863,5.0,,1,Drop:  5%
drop_into,2148,6361,50.0,,4,Drop:  50%
drop_into,2148,2702,50.0,,4,Drop:  50%
drop_into,2148,11890,25.0,,1,Drop:  25%
drop_into,2148,9811,10.0,,1,Drop:  10%
drop_into,2148,2300,5.0,,6,Drop:  5%
drop_into,2148,2312,5.0,,5,Drop:  5%
