18018,168 Kamas,Resources,1,/en/mmorpg/game-guide/items/226-resources/i18018-168-kamas
18019,888 Kamas,Resources,1,/en/mmorpg/game-guide/items/226-resources/i18019-888-kamas
18017,88 Kamas,Resources,1,/en/mmorpg/game-guide/items/226-resources/i18017-88-kamas
18016,8 Kamas,Resources,1,/en/mmorpg/game-guide/items/226-resources/i18016-8-kamas
11415,Agua Fragment,Miscellaneous Resources,1,/en/mmorpg/game-guide/items/226-resources/529-miscellaneous-resources/i11415-agua-fragment
8063,Ash Cutting,Plant Resources,1,/en/mmorpg/game-guide/items/226-resources/527-plant-resources/i8063-ash-cutting
2271,Ash Plank,Plant Resources,1,/en/mmorpg/game-guide/items/226-resources/527-plant-resources/i2271-ash-plank
1723,Ash Wood,Plant Resources,1,/en/mmorpg/game-guide/items/226-resources/527-plant-resources/i1723-ash-wood
10959,Astrubian Ash Wood,Plant Resources,1,/en/mmorpg/game-guide/items/226-resources/527-plant-resources/i10959-astrubian-ash-wood
10962,Astrubian Sturgeon,Animal Resources,1,/en/mmorpg/game-guide/items/226-resources/528-animal-resources/i10962-astrubian-sturgeon
11888,Blublue,Miscellaneous Resources,1,/en/mmorpg/game-guide/items/226-resources/529-miscellaneous-resources/i11888-blublue
6254,Bow Meow Hairs,Animal Resources,1,/en/mmorpg/game-guide/items/226-resources/528-animal-resources/i6254-bow-meow-hairs
8414,Canoon Powder,Miscellaneous Resources,1,/en/mmorpg/game-guide/items/226-resources/529-miscellaneous-resources/i8414-canoon-powder
13345,Canoon Powder of Fortune,Miscellaneous Resources,1,/en/mmorpg/game-guide/items/226-resources/529-miscellaneous-resources/i13345-canoon-powder-fortune
8187,Chefish,Animal Resources,1,/en/mmorpg/game-guide/items/226-resources/528-animal-resources/i8187-chefish
10557,Chocolate Kama,Miscellaneous Resources,1,/en/mmorpg/game-guide/items/226-resources/529-miscellaneous-resources/i10557-chocolate-kama
2504,Crowned Thistle,Plant Resources,1,/en/mmorpg/game-guide/items/226-resources/527-plant-resources/i2504-crowned-thistle
7352,Crozolily Flower,Plant Resources,1,/en/mmorpg/game-guide/items/226-resources/527-plant-resources/i7352-crozolily-flower
7353,Crozolily Seed,Plant Resources,1,/en/mmorpg/game-guide/items/226-resources/527-plant-resources/i7353-crozolily-seed
9791,Dried Dung,Miscellaneous Resources,1,/en/mmorpg/game-guide/items/226-resources/529-miscellaneous-resources/i9791-dried-dung
13634,Empty Vial,Miscellaneous Resources,1,/en/mmorpg/game-guide/items/226-resources/529-miscellaneous-resources/i13634-empty-vial
9742,Essence of Thistledown,Miscellaneous Resources,1,/en/mmorpg/game-guide/items/226-resources/529-miscellaneous-resources/i9742-essence-thistledown
11526,Gobbette Butter,Miscellaneous Resources,1,/en/mmorpg/game-guide/items/226-resources/529-miscellaneous-resources/i11526-gobbette-butter
2357,Gobbette Milk,Animal Resources,1,/en/mmorpg/game-guide/items/226-resources/528-animal-resources/i2357-gobbette-milk
11891,Gregreen,Miscellaneous Resources,1,/en/mmorpg/game-guide/items/226-resources/529-miscellaneous-resources/i11891-gregreen
1846,Iron Ore,Ore Resources,1,/en/mmorpg/game-guide/items/226-resources/526-ore-resources/i1846-iron-ore
12344,Kibibble,Miscellaneous Resources,1,/en/mmorpg/game-guide/items/226-resources/529-miscellaneous-resources/i12344-kibibble
13346,Kibibble of Fortune,Miscellaneous Resources,1,/en/mmorpg/game-guide/items/226-resources/529-miscellaneous-resources/i13346-kibibble-fortune
2698,Pink Piwi Egg,Animal Resources,1,/en/mmorpg/game-guide/items/226-resources/528-animal-resources/i2698-pink-piwi-egg
8046,Piwi Feather,Animal Resources,1,/en/mmorpg/game-guide/items/226-resources/528-animal-resources/i8046-piwi-feather
11890,Purpurple,Miscellaneous Resources,1,/en/mmorpg/game-guide/items/226-resources/529-miscellaneous-resources/i11890-purpurple
11889,Rered,Miscellaneous Resources,1,/en/mmorpg/game-guide/items/226-resources/529-miscellaneous-resources/i11889-rered
14558,Rock,Ore Resources,1,/en/mmorpg/game-guide/items/226-resources/526-ore-resources/i14558-rock
10356,Rubble,Ore Resources,1,/en/mmorpg/game-guide/items/226-resources/526-ore-resources/i10356-rubble
