mob_info,2624,8,4,3,0,2,-20,-20,0,0,0,0,5,12,10,0,0,0,5,true
drop_into,2624,11087,0.0,,0,Trapper - Lvl 0
drop_into,2624,11088,0.0,,0,Trapper - Lvl 0
drop_into,2624,,0.0,,0,Trapper - Lvl 0
mob_info,2746,2,0,0,0,10,-50,-50,0,0,0,0,0,0,0,0,0,0,0,true
mob_info,2511,20,3,3,0,-100,-50,-50,0,0,0,0,0,0,0,0,0,0,0,false
mob_info,2644,2,3,1,0,10,-50,-50,0,0,0,0,0,0,0,0,0,0,0,true
mob_info,2506,10,3,3,0,-20,-50,-50,0,0,0,0,0,0,0,0,0,0,0,true
drop_into,2506,17020,100.0,,1,Drop:  100%
drop_into,2506,6819,50.0,,3,Drop:  50%
drop_into,2506,6823,50.0,,2,Drop:  50%
drop_into,2506,7119,50.0,,3,Drop:  50%
drop_into,2506,6816,50.0,,2,Drop:  50%
drop_into,2506,7120,50.0,,2,Drop:  50%
drop_into,2506,7121,50.0,,2,Drop:  50%
drop_into,2506,17019,0.0,,0,Trapper - Lvl 0
mob_info,2512,20,3,3,0,-100,-50,-50,0,0,0,0,0,0,0,0,0,0,0,false
mob_info,2146,16,2,3,0,-20,-50,-35,0,0,0,0,-5,0,-5,0,-5,0,-5,true
drop_into,2146,6361,50.0,,4,Drop:  50%
drop_into,2146,2702,50.0,,4,Drop:  50%
drop_into,2146,9811,10.0,,1,Drop:  10%
drop_into,2146,9863,5.0,,1,Drop:  5%
drop_into,2146,8046,0.0,,1,Trapper - Lvl 0
drop_into,2146,2732,0.0,,5,Trapper - Lvl 0
drop_into,2146,,0.0,,0,Trapper - Lvl 0
mob_info,86,16,2,3,0,-20,-50,-35,0,0,0,0,-5,0,-5,0,-5,0,-5,true
drop_into,86,2702,50.0,,4,Drop:  50%
drop_into,86,6361,50.0,,4,Drop:  50%
drop_into,86,9811,10.0,,1,Drop:  10%
drop_into,86,9863,5.0,,1,Drop:  5%
drop_into,86,17726,5.0,,1,Drop:  5%
drop_into,86,2732,0.0,,5,Trapper - Lvl 0
drop_into,86,8046,0.0,,1,Trapper - Lvl 0
drop_into,86,,0.0,,0,Trapper - Lvl 0
mob_info,857,15,3,3,0,-20,-50,-50,0,0,0,0,0,0,0,0,0,0,0,true
drop_into,857,6816,10.0,,2,Drop:  10%
drop_into,857,6819,10.0,,3,Drop:  10%
drop_into,857,6823,10.0,,2,Drop:  10%
drop_into,857,7119,10.0,,3,Drop:  10%
drop_into,857,7120,10.0,,2,Drop:  10%
drop_into,857,7121,10.0,,2,Drop:  10%
mob_info,2504,15,3,3,0,-20,-50,-50,0,0,0,0,0,0,0,0,0,0,0,true
drop_into,2504,17020,100.0,,1,Drop:  100%
drop_into,2504,6819,50.0,,3,Drop:  50%
drop_into,2504,6823,50.0,,2,Drop:  50%
